2025-08-19 16:47:02,579 | services.ai.strands_agent | INFO | Mock Strands Agent Manager initialized with Ollama host: http://localhost:11434
2025-08-19 18:15:01,680 | __main__ | INFO |   - cultural_context_search: Analyze cultural meaning and context of names
2025-08-19 18:15:01,680 | __main__ | INFO |   - trademark_check: Validate trademark availability in specific industries
2025-08-19 18:15:01,681 | __main__ | INFO |   - name_variation_generator: Create style-based variations of base names
2025-08-19 18:15:01,681 | services.ai.mcp_integration | INFO | Enabled tool: domain_check
2025-08-19 18:15:01,787 | __main__ | INFO | Tool 'domain_check' result: Domain .com appears to be available
2025-08-19 18:15:01,787 | __main__ | INFO | MCP Tools test successful
2025-08-19 18:15:01,787 | __main__ | INFO | Testing Ollama Integration...
2025-08-19 18:15:03,828 | services.ai.ollama_client | INFO | Successfully connected to Ollama server
2025-08-19 18:15:05,874 | services.ai.ollama_client | INFO | Found 10 Ollama models: ['llama3:latest', 'phi3:mini', 'llama3.1:8b', 'mistral-small3.1:latest', 'qwen2.5-coder:1.5b-base', 'minicpm-v:latest', 'llava:latest', 'llama3.2-vision:latest', 'gemma3:latest', 'llama3.2:latest']
2025-08-19 18:15:05,875 | __main__ | INFO | Available models: 10
2025-08-19 18:15:05,875 | __main__ | INFO |   - llama3:latest
2025-08-19 18:15:05,875 | __main__ | INFO |   - phi3:mini
2025-08-19 18:15:05,876 | __main__ | INFO |   - llama3.1:8b
2025-08-19 18:15:05,876 | __main__ | INFO | Ollama integration test successful
2025-08-19 18:15:05,876 | __main__ | INFO | Testing Strands Agents...
2025-08-19 18:15:05,876 | services.ai.strands_agent | INFO | Strands agent 'cultural_analyst' created with model 'llama3'
2025-08-19 18:15:05,876 | services.ai.strands_agent | INFO | Strands agent 'linguistic_expert' created with model 'llama3'
2025-08-19 18:15:05,876 | services.ai.strands_agent | INFO | Strands agent 'validation_specialist' created with model 'llama3'
2025-08-19 18:15:05,877 | services.ai.strands_agent | INFO | Strands agent 'creative_director' created with model 'llama3'
2025-08-19 18:15:05,877 | services.ai.strands_agent | INFO | Specialized agents created: ['cultural_analyst', 'linguistic_expert', 'validation_specialist', 'creative_director']
2025-08-19 18:15:05,877 | __main__ | INFO | Created 4 specialized agents:
2025-08-19 18:15:05,877 | __main__ | INFO |   - cultural_analyst: llama3
2025-08-19 18:15:05,877 | __main__ | INFO |   - linguistic_expert: llama3
2025-08-19 18:15:05,877 | __main__ | INFO |   - validation_specialist: llama3
2025-08-19 18:15:05,878 | __main__ | INFO |   - creative_director: llama3
2025-08-19 18:15:05,878 | services.ai.strands_agent | INFO | Strands swarm created with 4 agents
2025-08-19 18:15:05,878 | services.ai.strands_agent | INFO | Name generation swarm created
2025-08-19 18:15:05,878 | __main__ | INFO | Swarm created successfully
2025-08-19 18:15:05,878 | __main__ | INFO | Strands agents test successful
2025-08-19 18:15:05,878 | __main__ | INFO | Generating Sample Names...
2025-08-19 18:15:05,878 | __main__ | INFO | Testing MCP tools with sample data...
2025-08-19 18:15:05,878 | services.ai.mcp_integration | INFO | Enabled tool: cultural_context_search
2025-08-19 18:15:06,100 | __main__ | INFO | Domain check: Domain example.com is NOT available (likely taken)
2025-08-19 18:15:06,100 | __main__ | INFO | Cultural context: Cultural context for 'john' in global: Common English name meaning 'God is gracious'
2025-08-19 18:15:06,100 | __main__ | INFO | Sample name generation test successful
2025-08-19 18:15:06,101 | __main__ | INFO | 
==================================================
2025-08-19 18:15:06,101 | __main__ | INFO | SYSTEM STATUS:
2025-08-19 18:15:06,101 | __main__ | INFO |   Database: READY
2025-08-19 18:15:06,101 | __main__ | INFO |   MCP Tools: READY
2025-08-19 18:15:06,101 | __main__ | INFO |   Ollama: READY
2025-08-19 18:15:06,102 | __main__ | INFO |   Strands Agents: READY
2025-08-19 18:15:06,102 | __main__ | INFO |   Sample Generation: READY
2025-08-19 18:15:06,102 | __main__ | INFO | 
ALL SYSTEMS OPERATIONAL!
2025-08-19 18:15:06,102 | __main__ | INFO | The Name Generation System is ready to use.
2025-08-19 18:15:06,103 | __main__ | INFO | 
Available features:
2025-08-19 18:15:06,103 | __main__ | INFO |   - MCP Tools: domain_check, watchlist_validate, cultural_context_search, etc.
2025-08-19 18:15:06,103 | __main__ | INFO |   - Ollama Integration: 10+ local LLM models
2025-08-19 18:15:06,103 | __main__ | INFO |   - Database: SQLite with full persistence
2025-08-19 18:15:06,103 | __main__ | INFO |   - Strands Agents: Multi-agent collaboration
2025-08-19 18:15:35,091 | services.ai.strands_agent | INFO | Strands Agent Manager initialized with Ollama host: http://localhost:11434
2025-08-19 18:15:35,092 | __main__ | INFO | Starting Name Generation System
2025-08-19 18:15:35,092 | __main__ | INFO | ==================================================
2025-08-19 18:15:35,109 | database.database | INFO | Database initialized: sqlite:///./name_generation.db
2025-08-19 18:15:35,109 | __main__ | INFO | Database initialized successfully
2025-08-19 18:15:35,109 | __main__ | INFO | Testing MCP Tools...
2025-08-19 18:15:35,109 | services.ai.mcp_integration | INFO | Listed 5 MCP tools
2025-08-19 18:15:35,110 | __main__ | INFO | Available tools: 5
2025-08-19 18:15:35,110 | __main__ | INFO |   - domain_check: Check domain availability across TLDs
2025-08-19 18:15:35,110 | __main__ | INFO |   - watchlist_validate: Check names against government and industry watchlists
2025-08-19 18:15:35,110 | __main__ | INFO |   - cultural_context_search: Analyze cultural meaning and context of names
2025-08-19 18:15:35,111 | __main__ | INFO |   - trademark_check: Validate trademark availability in specific industries
2025-08-19 18:15:35,111 | __main__ | INFO |   - name_variation_generator: Create style-based variations of base names
2025-08-19 18:15:35,111 | services.ai.mcp_integration | INFO | Enabled tool: domain_check
2025-08-19 18:15:35,213 | __main__ | INFO | Tool 'domain_check' result: Domain .com appears to be available
2025-08-19 18:15:35,213 | __main__ | INFO | MCP Tools test successful
2025-08-19 18:15:35,214 | __main__ | INFO | Testing Ollama Integration...
2025-08-19 18:15:37,269 | services.ai.ollama_client | INFO | Successfully connected to Ollama server
2025-08-19 18:15:39,310 | services.ai.ollama_client | INFO | Found 10 Ollama models: ['llama3:latest', 'phi3:mini', 'llama3.1:8b', 'mistral-small3.1:latest', 'qwen2.5-coder:1.5b-base', 'minicpm-v:latest', 'llava:latest', 'llama3.2-vision:latest', 'gemma3:latest', 'llama3.2:latest']
2025-08-19 18:15:39,311 | __main__ | INFO | Available models: 10
2025-08-19 18:15:39,311 | __main__ | INFO |   - llama3:latest
2025-08-19 18:15:39,311 | __main__ | INFO |   - phi3:mini
2025-08-19 18:15:39,311 | __main__ | INFO |   - llama3.1:8b
2025-08-19 18:15:39,312 | __main__ | INFO | Ollama integration test successful
2025-08-19 18:15:39,312 | __main__ | INFO | Testing Strands Agents...
2025-08-19 18:15:39,312 | services.ai.strands_agent | INFO | Strands agent 'cultural_analyst' created with model 'llama3'
2025-08-19 18:15:39,312 | services.ai.strands_agent | INFO | Strands agent 'linguistic_expert' created with model 'llama3'
2025-08-19 18:15:39,312 | services.ai.strands_agent | INFO | Strands agent 'validation_specialist' created with model 'llama3'
2025-08-19 18:15:39,312 | services.ai.strands_agent | INFO | Strands agent 'creative_director' created with model 'llama3'
2025-08-19 18:15:39,313 | services.ai.strands_agent | INFO | Specialized agents created: ['cultural_analyst', 'linguistic_expert', 'validation_specialist', 'creative_director']
2025-08-19 18:15:39,313 | __main__ | INFO | Created 4 specialized agents:
2025-08-19 18:15:39,313 | __main__ | INFO |   - cultural_analyst: llama3
2025-08-19 18:15:39,313 | __main__ | INFO |   - linguistic_expert: llama3
2025-08-19 18:15:39,313 | __main__ | INFO |   - validation_specialist: llama3
2025-08-19 18:15:39,313 | __main__ | INFO |   - creative_director: llama3
2025-08-19 18:15:39,314 | services.ai.strands_agent | INFO | Strands swarm created with 4 agents
2025-08-19 18:15:39,314 | services.ai.strands_agent | INFO | Name generation swarm created
2025-08-19 18:15:39,314 | __main__ | INFO | Swarm created successfully
2025-08-19 18:15:39,314 | __main__ | INFO | Strands agents test successful
2025-08-19 18:15:39,314 | __main__ | INFO | Generating Sample Names...
2025-08-19 18:15:39,314 | __main__ | INFO | Testing MCP tools with sample data...
2025-08-19 18:15:39,314 | services.ai.mcp_integration | INFO | Enabled tool: cultural_context_search
2025-08-19 18:15:39,536 | __main__ | INFO | Domain check: Domain example.com is NOT available (likely taken)
2025-08-19 18:15:39,536 | __main__ | INFO | Cultural context: Cultural context for 'john' in global: Common English name meaning 'God is gracious'
2025-08-19 18:15:39,537 | __main__ | INFO | Sample name generation test successful
2025-08-19 18:15:39,537 | __main__ | INFO | 
==================================================
2025-08-19 18:15:39,537 | __main__ | INFO | SYSTEM STATUS:
2025-08-19 18:15:39,537 | __main__ | INFO |   Database: READY
2025-08-19 18:15:39,538 | __main__ | INFO |   MCP Tools: READY
2025-08-19 18:15:39,538 | __main__ | INFO |   Ollama: READY
2025-08-19 18:15:39,538 | __main__ | INFO |   Strands Agents: READY
2025-08-19 18:15:39,538 | __main__ | INFO |   Sample Generation: READY
2025-08-19 18:15:39,538 | __main__ | INFO | 
ALL SYSTEMS OPERATIONAL!
2025-08-19 18:15:39,538 | __main__ | INFO | The Name Generation System is ready to use.
2025-08-19 18:15:39,539 | __main__ | INFO | 
Available features:
2025-08-19 18:15:39,539 | __main__ | INFO |   - MCP Tools: domain_check, watchlist_validate, cultural_context_search, etc.
2025-08-19 18:15:39,539 | __main__ | INFO |   - Ollama Integration: 10+ local LLM models
2025-08-19 18:15:39,539 | __main__ | INFO |   - Database: SQLite with full persistence
2025-08-19 18:15:39,539 | __main__ | INFO |   - Strands Agents: Multi-agent collaboration
2025-08-19 22:19:23,744 | services.ai.strands_agent | INFO | Strands Agent Manager initialized with Ollama host: http://localhost:11434
2025-08-19 22:19:23,749 | __main__ | INFO | Starting Name Generation System
2025-08-19 22:19:23,758 | __main__ | INFO | ==================================================
2025-08-19 22:19:26,899 | database.database | INFO | Database initialized: sqlite:///./name_generation.db
2025-08-19 22:19:26,900 | __main__ | INFO | Database initialized successfully
2025-08-19 22:19:26,900 | __main__ | INFO | Testing MCP Tools...
2025-08-19 22:19:26,900 | services.ai.mcp_integration | INFO | Listed 5 MCP tools
2025-08-19 22:19:26,900 | __main__ | INFO | Available tools: 5
2025-08-19 22:19:26,900 | __main__ | INFO |   - domain_check: Check domain availability across TLDs
2025-08-19 22:19:26,900 | __main__ | INFO |   - watchlist_validate: Check names against government and industry watchlists
2025-08-19 22:19:26,901 | __main__ | INFO |   - cultural_context_search: Analyze cultural meaning and context of names
2025-08-19 22:19:26,901 | __main__ | INFO |   - trademark_check: Validate trademark availability in specific industries
2025-08-19 22:19:26,901 | __main__ | INFO |   - name_variation_generator: Create style-based variations of base names
2025-08-19 22:19:26,901 | services.ai.mcp_integration | INFO | Enabled tool: domain_check
2025-08-19 22:19:27,010 | __main__ | INFO | Tool 'domain_check' result: Domain .com appears to be available
2025-08-19 22:19:31,159 | services.ai.ollama_client | ERROR | Ollama connection failed: HTTPConnectionPool(host='localhost', port=11434): Max retries exceeded with url: /api/tags (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000001B10C7F8C20>: Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it'))
2025-08-19 22:19:31,166 | services.ai.strands_agent | INFO | Strands agent 'cultural_analyst' created with model 'llama3'
2025-08-19 22:19:31,166 | services.ai.strands_agent | INFO | Strands agent 'linguistic_expert' created with model 'llama3'
2025-08-19 22:19:31,167 | services.ai.strands_agent | INFO | Strands agent 'validation_specialist' created with model 'llama3'
2025-08-19 22:19:31,167 | services.ai.strands_agent | INFO | Strands agent 'creative_director' created with model 'llama3'
2025-08-19 22:19:31,167 | services.ai.strands_agent | INFO | Specialized agents created: ['cultural_analyst', 'linguistic_expert', 'validation_specialist', 'creative_director']
2025-08-19 22:19:31,167 | __main__ | INFO | Created 4 specialized agents:
2025-08-19 22:19:31,168 | __main__ | INFO |   - cultural_analyst: llama3
2025-08-19 22:19:31,169 | __main__ | INFO |   - linguistic_expert: llama3
2025-08-19 22:19:31,169 | __main__ | INFO |   - validation_specialist: llama3
2025-08-19 22:19:31,169 | __main__ | INFO |   - creative_director: llama3
2025-08-19 22:19:31,169 | services.ai.strands_agent | INFO | Strands swarm created with 4 agents
2025-08-19 22:19:31,170 | services.ai.strands_agent | INFO | Name generation swarm created
2025-08-19 22:19:31,192 | __main__ | INFO | Testing MCP tools with sample data...
2025-08-19 22:19:31,192 | services.ai.mcp_integration | INFO | Enabled tool: cultural_context_search
2025-08-19 22:19:31,410 | __main__ | INFO | Domain check: Domain example.com is NOT available (likely taken)
2025-08-19 22:19:31,411 | __main__ | INFO | Cultural context: Cultural context for 'john' in global: Common English name meaning 'God is gracious'
2025-08-19 22:19:31,417 | __main__ | INFO | 
==================================================
2025-08-19 22:19:31,486 | __main__ | ERROR | Please check the logs above for details.
2025-08-19 22:23:06,172 | services.ai.strands_agent | INFO | Strands Agent Manager initialized with Ollama host: http://localhost:11434
2025-08-19 22:23:06,173 | __main__ | INFO | Starting Name Generation System
2025-08-19 22:23:06,174 | __main__ | INFO | ==================================================
2025-08-19 22:23:06,229 | database.database | INFO | Database initialized: sqlite:///./name_generation.db
2025-08-19 22:23:06,229 | __main__ | INFO | Database initialized successfully
2025-08-19 22:23:06,229 | __main__ | INFO | Testing MCP Tools...
2025-08-19 22:23:06,230 | services.ai.mcp_integration | INFO | Listed 5 MCP tools
2025-08-19 22:23:06,230 | __main__ | INFO | Available tools: 5
2025-08-19 22:23:06,230 | __main__ | INFO |   - domain_check: Check domain availability across TLDs
2025-08-19 22:23:06,230 | __main__ | INFO |   - watchlist_validate: Check names against government and industry watchlists
2025-08-19 22:23:06,230 | __main__ | INFO |   - cultural_context_search: Analyze cultural meaning and context of names
2025-08-19 22:23:06,231 | __main__ | INFO |   - trademark_check: Validate trademark availability in specific industries
2025-08-19 22:23:06,231 | __main__ | INFO |   - name_variation_generator: Create style-based variations of base names
2025-08-19 22:23:06,231 | services.ai.mcp_integration | INFO | Enabled tool: domain_check
2025-08-19 22:23:06,348 | __main__ | INFO | Tool 'domain_check' result: Domain .com appears to be available
2025-08-19 22:23:06,348 | __main__ | INFO | [SUCCESS] MCP Tools test successful
2025-08-19 22:23:06,349 | __main__ | INFO | [ROBOT] Testing Ollama Integration...
2025-08-19 22:23:08,416 | services.ai.ollama_client | INFO | Successfully connected to Ollama server
2025-08-19 22:23:10,483 | services.ai.ollama_client | INFO | Found 10 Ollama models: ['llama3:latest', 'phi3:mini', 'llama3.1:8b', 'mistral-small3.1:latest', 'qwen2.5-coder:1.5b-base', 'minicpm-v:latest', 'llava:latest', 'llama3.2-vision:latest', 'gemma3:latest', 'llama3.2:latest']
2025-08-19 22:23:10,484 | __main__ | INFO | Available models: 10
2025-08-19 22:23:10,484 | __main__ | INFO |   - llama3:latest
2025-08-19 22:23:10,484 | __main__ | INFO |   - phi3:mini
2025-08-19 22:23:10,485 | __main__ | INFO |   - llama3.1:8b
2025-08-19 22:23:10,485 | __main__ | INFO | [SUCCESS] Ollama integration test successful
2025-08-19 22:23:10,485 | __main__ | INFO | [BRAIN] Testing Strands Agents...
2025-08-19 22:23:10,485 | services.ai.strands_agent | INFO | Strands agent 'cultural_analyst' created with model 'llama3'
2025-08-19 22:23:10,485 | services.ai.strands_agent | INFO | Strands agent 'linguistic_expert' created with model 'llama3'
2025-08-19 22:23:10,485 | services.ai.strands_agent | INFO | Strands agent 'validation_specialist' created with model 'llama3'
2025-08-19 22:23:10,486 | services.ai.strands_agent | INFO | Strands agent 'creative_director' created with model 'llama3'
2025-08-19 22:23:10,486 | services.ai.strands_agent | INFO | Specialized agents created: ['cultural_analyst', 'linguistic_expert', 'validation_specialist', 'creative_director']
2025-08-19 22:23:10,487 | __main__ | INFO | Created 4 specialized agents:
2025-08-19 22:23:10,487 | __main__ | INFO |   - cultural_analyst: llama3
2025-08-19 22:23:10,487 | __main__ | INFO |   - linguistic_expert: llama3
2025-08-19 22:23:10,488 | __main__ | INFO |   - validation_specialist: llama3
2025-08-19 22:23:10,488 | __main__ | INFO |   - creative_director: llama3
2025-08-19 22:23:10,488 | services.ai.strands_agent | INFO | Strands swarm created with 4 agents
2025-08-19 22:23:10,488 | services.ai.strands_agent | INFO | Name generation swarm created
2025-08-19 22:23:10,488 | __main__ | INFO | [SUCCESS] Swarm created successfully
2025-08-19 22:23:10,489 | __main__ | INFO | [SUCCESS] Strands agents test successful
2025-08-19 22:23:10,489 | __main__ | INFO | [TARGET] Generating Sample Names...
2025-08-19 22:23:10,489 | __main__ | INFO | Testing MCP tools with sample data...
2025-08-19 22:23:10,489 | services.ai.mcp_integration | INFO | Enabled tool: cultural_context_search
2025-08-19 22:23:10,710 | __main__ | INFO | Domain check: Domain example.com is NOT available (likely taken)
2025-08-19 22:23:10,711 | __main__ | INFO | Cultural context: Cultural context for 'john' in global: Common English name meaning 'God is gracious'
2025-08-19 22:23:10,713 | __main__ | INFO | [SUCCESS] Sample name generation test successful
2025-08-19 22:23:10,713 | __main__ | INFO | 
==================================================
2025-08-19 22:23:10,713 | __main__ | INFO | [STATUS] SYSTEM STATUS:
2025-08-19 22:23:10,713 | __main__ | INFO |   Database: [READY]
2025-08-19 22:23:10,714 | __main__ | INFO |   MCP Tools: [READY]
2025-08-19 22:23:10,714 | __main__ | INFO |   Ollama: [READY]
2025-08-19 22:23:10,714 | __main__ | INFO |   Strands Agents: [READY]
2025-08-19 22:23:10,715 | __main__ | INFO |   Sample Generation: [READY]
2025-08-19 22:23:10,715 | __main__ | INFO | 
🎉 ALL SYSTEMS OPERATIONAL!
2025-08-19 22:23:10,715 | __main__ | INFO | The Name Generation System is ready to use.
2025-08-19 22:23:10,716 | __main__ | INFO | 
Available features:
2025-08-19 22:23:10,716 | __main__ | INFO |   [SUCCESS] MCP Tools: domain_check, watchlist_validate, cultural_context_search, etc.
2025-08-19 22:23:10,716 | __main__ | INFO |   [SUCCESS] Ollama Integration: 10+ local LLM models
2025-08-19 22:23:10,717 | __main__ | INFO |   [SUCCESS] Database: SQLite with full persistence
2025-08-19 22:23:10,717 | __main__ | INFO |   [SUCCESS] Strands Agents: Multi-agent collaboration
2025-08-19 22:24:06,890 | services.ai.strands_agent | INFO | Strands Agent Manager initialized with Ollama host: http://localhost:11434
2025-08-19 22:24:06,890 | __main__ | INFO | Starting Name Generation System
2025-08-19 22:24:06,891 | __main__ | INFO | ==================================================
2025-08-19 22:24:06,914 | database.database | INFO | Database initialized: sqlite:///./name_generation.db
2025-08-19 22:24:06,914 | __main__ | INFO | Database initialized successfully
2025-08-19 22:24:06,915 | __main__ | INFO | Testing MCP Tools...
2025-08-19 22:24:06,915 | services.ai.mcp_integration | INFO | Listed 5 MCP tools
2025-08-19 22:24:06,915 | __main__ | INFO | Available tools: 5
2025-08-19 22:24:06,915 | __main__ | INFO |   - domain_check: Check domain availability across TLDs
2025-08-19 22:24:06,915 | __main__ | INFO |   - watchlist_validate: Check names against government and industry watchlists
2025-08-19 22:24:06,915 | __main__ | INFO |   - cultural_context_search: Analyze cultural meaning and context of names
2025-08-19 22:24:06,916 | __main__ | INFO |   - trademark_check: Validate trademark availability in specific industries
2025-08-19 22:24:06,916 | __main__ | INFO |   - name_variation_generator: Create style-based variations of base names
2025-08-19 22:24:06,916 | services.ai.mcp_integration | INFO | Enabled tool: domain_check
2025-08-19 22:24:07,033 | __main__ | INFO | Tool 'domain_check' result: Domain .com appears to be available
2025-08-19 22:24:07,033 | __main__ | INFO | [SUCCESS] MCP Tools test successful
2025-08-19 22:24:07,033 | __main__ | INFO | [ROBOT] Testing Ollama Integration...
2025-08-19 22:24:09,087 | services.ai.ollama_client | INFO | Successfully connected to Ollama server
2025-08-19 22:24:11,165 | services.ai.ollama_client | INFO | Found 10 Ollama models: ['llama3:latest', 'phi3:mini', 'llama3.1:8b', 'mistral-small3.1:latest', 'qwen2.5-coder:1.5b-base', 'minicpm-v:latest', 'llava:latest', 'llama3.2-vision:latest', 'gemma3:latest', 'llama3.2:latest']
2025-08-19 22:24:11,166 | __main__ | INFO | Available models: 10
2025-08-19 22:24:11,166 | __main__ | INFO |   - llama3:latest
2025-08-19 22:24:11,167 | __main__ | INFO |   - phi3:mini
2025-08-19 22:24:11,168 | __main__ | INFO |   - llama3.1:8b
2025-08-19 22:24:11,168 | __main__ | INFO | [SUCCESS] Ollama integration test successful
2025-08-19 22:24:11,169 | __main__ | INFO | [BRAIN] Testing Strands Agents...
2025-08-19 22:24:11,169 | services.ai.strands_agent | INFO | Strands agent 'cultural_analyst' created with model 'llama3'
2025-08-19 22:24:11,169 | services.ai.strands_agent | INFO | Strands agent 'linguistic_expert' created with model 'llama3'
2025-08-19 22:24:11,169 | services.ai.strands_agent | INFO | Strands agent 'validation_specialist' created with model 'llama3'
2025-08-19 22:24:11,170 | services.ai.strands_agent | INFO | Strands agent 'creative_director' created with model 'llama3'
2025-08-19 22:24:11,170 | services.ai.strands_agent | INFO | Specialized agents created: ['cultural_analyst', 'linguistic_expert', 'validation_specialist', 'creative_director']
2025-08-19 22:24:11,170 | __main__ | INFO | Created 4 specialized agents:
2025-08-19 22:24:11,170 | __main__ | INFO |   - cultural_analyst: llama3
2025-08-19 22:24:11,170 | __main__ | INFO |   - linguistic_expert: llama3
2025-08-19 22:24:11,171 | __main__ | INFO |   - validation_specialist: llama3
2025-08-19 22:24:11,171 | __main__ | INFO |   - creative_director: llama3
2025-08-19 22:24:11,171 | services.ai.strands_agent | INFO | Strands swarm created with 4 agents
2025-08-19 22:24:11,171 | services.ai.strands_agent | INFO | Name generation swarm created
2025-08-19 22:24:11,171 | __main__ | INFO | [SUCCESS] Swarm created successfully
2025-08-19 22:24:11,172 | __main__ | INFO | [SUCCESS] Strands agents test successful
2025-08-19 22:24:11,172 | __main__ | INFO | [TARGET] Generating Sample Names...
2025-08-19 22:24:11,172 | __main__ | INFO | Testing MCP tools with sample data...
2025-08-19 22:24:11,173 | services.ai.mcp_integration | INFO | Enabled tool: cultural_context_search
2025-08-19 22:24:11,385 | __main__ | INFO | Domain check: Domain example.com is NOT available (likely taken)
2025-08-19 22:24:11,385 | __main__ | INFO | Cultural context: Cultural context for 'john' in global: Common English name meaning 'God is gracious'
2025-08-19 22:24:11,386 | __main__ | INFO | [SUCCESS] Sample name generation test successful
2025-08-19 22:24:11,386 | __main__ | INFO | 
==================================================
2025-08-19 22:24:11,386 | __main__ | INFO | [STATUS] SYSTEM STATUS:
2025-08-19 22:24:11,387 | __main__ | INFO |   Database: [READY]
2025-08-19 22:24:11,387 | __main__ | INFO |   MCP Tools: [READY]
2025-08-19 22:24:11,387 | __main__ | INFO |   Ollama: [READY]
2025-08-19 22:24:11,387 | __main__ | INFO |   Strands Agents: [READY]
2025-08-19 22:24:11,387 | __main__ | INFO |   Sample Generation: [READY]
2025-08-19 22:24:11,387 | __main__ | INFO | 
🎉 ALL SYSTEMS OPERATIONAL!
2025-08-19 22:24:11,387 | __main__ | INFO | The Name Generation System is ready to use.
2025-08-19 22:24:11,388 | __main__ | INFO | 
Available features:
2025-08-19 22:24:11,388 | __main__ | INFO |   [SUCCESS] MCP Tools: domain_check, watchlist_validate, cultural_context_search, etc.
2025-08-19 22:24:11,388 | __main__ | INFO |   [SUCCESS] Ollama Integration: 10+ local LLM models
2025-08-19 22:24:11,388 | __main__ | INFO |   [SUCCESS] Database: SQLite with full persistence
2025-08-19 22:24:11,388 | __main__ | INFO |   [SUCCESS] Strands Agents: Multi-agent collaboration
2025-08-19 22:25:18,894 | services.ai.strands_agent | INFO | Strands Agent Manager initialized with Ollama host: http://localhost:11434
2025-08-19 22:25:18,894 | __main__ | INFO | Starting Name Generation System
2025-08-19 22:25:18,895 | __main__ | INFO | ==================================================
2025-08-19 22:25:18,912 | database.database | INFO | Database initialized: sqlite:///./name_generation.db
2025-08-19 22:25:18,912 | __main__ | INFO | Database initialized successfully
2025-08-19 22:25:18,913 | __main__ | INFO | Testing MCP Tools...
2025-08-19 22:25:18,913 | services.ai.mcp_integration | INFO | Listed 5 MCP tools
2025-08-19 22:25:18,913 | __main__ | INFO | Available tools: 5
2025-08-19 22:25:18,913 | __main__ | INFO |   - domain_check: Check domain availability across TLDs
2025-08-19 22:25:18,914 | __main__ | INFO |   - watchlist_validate: Check names against government and industry watchlists
2025-08-19 22:25:18,914 | __main__ | INFO |   - cultural_context_search: Analyze cultural meaning and context of names
2025-08-19 22:25:18,914 | __main__ | INFO |   - trademark_check: Validate trademark availability in specific industries
2025-08-19 22:25:18,914 | __main__ | INFO |   - name_variation_generator: Create style-based variations of base names
2025-08-19 22:25:18,914 | services.ai.mcp_integration | INFO | Enabled tool: domain_check
2025-08-19 22:25:19,026 | __main__ | INFO | Tool 'domain_check' result: Domain .com appears to be available
2025-08-19 22:25:19,027 | __main__ | INFO | MCP Tools test successful
2025-08-19 22:25:19,028 | __main__ | INFO | Testing Ollama Integration...
2025-08-19 22:25:21,106 | services.ai.ollama_client | INFO | Successfully connected to Ollama server
2025-08-19 22:25:23,149 | services.ai.ollama_client | INFO | Found 10 Ollama models: ['llama3:latest', 'phi3:mini', 'llama3.1:8b', 'mistral-small3.1:latest', 'qwen2.5-coder:1.5b-base', 'minicpm-v:latest', 'llava:latest', 'llama3.2-vision:latest', 'gemma3:latest', 'llama3.2:latest']
2025-08-19 22:25:23,150 | __main__ | INFO | Available models: 10
2025-08-19 22:25:23,150 | __main__ | INFO |   - llama3:latest
2025-08-19 22:25:23,150 | __main__ | INFO |   - phi3:mini
2025-08-19 22:25:23,150 | __main__ | INFO |   - llama3.1:8b
2025-08-19 22:25:23,151 | __main__ | INFO | Ollama integration test successful
2025-08-19 22:25:23,151 | __main__ | INFO | Testing Strands Agents...
2025-08-19 22:25:23,151 | services.ai.strands_agent | INFO | Strands agent 'cultural_analyst' created with model 'llama3'
2025-08-19 22:25:23,151 | services.ai.strands_agent | INFO | Strands agent 'linguistic_expert' created with model 'llama3'
2025-08-19 22:25:23,151 | services.ai.strands_agent | INFO | Strands agent 'validation_specialist' created with model 'llama3'
2025-08-19 22:25:23,151 | services.ai.strands_agent | INFO | Strands agent 'creative_director' created with model 'llama3'
2025-08-19 22:25:23,151 | services.ai.strands_agent | INFO | Specialized agents created: ['cultural_analyst', 'linguistic_expert', 'validation_specialist', 'creative_director']
2025-08-19 22:25:23,152 | __main__ | INFO | Created 4 specialized agents:
2025-08-19 22:25:23,152 | __main__ | INFO |   - cultural_analyst: llama3
2025-08-19 22:25:23,152 | __main__ | INFO |   - linguistic_expert: llama3
2025-08-19 22:25:23,152 | __main__ | INFO |   - validation_specialist: llama3
2025-08-19 22:25:23,152 | __main__ | INFO |   - creative_director: llama3
2025-08-19 22:25:23,152 | services.ai.strands_agent | INFO | Strands swarm created with 4 agents
2025-08-19 22:25:23,152 | services.ai.strands_agent | INFO | Name generation swarm created
2025-08-19 22:25:23,152 | __main__ | INFO | Swarm created successfully
2025-08-19 22:25:23,153 | __main__ | INFO | Strands agents test successful
2025-08-19 22:25:23,153 | __main__ | INFO | Generating Sample Names...
2025-08-19 22:25:23,153 | __main__ | INFO | Testing MCP tools with sample data...
2025-08-19 22:25:23,153 | services.ai.mcp_integration | INFO | Enabled tool: cultural_context_search
2025-08-19 22:25:23,376 | __main__ | INFO | Domain check: Domain example.com is NOT available (likely taken)
2025-08-19 22:25:23,376 | __main__ | INFO | Cultural context: Cultural context for 'john' in global: Common English name meaning 'God is gracious'
2025-08-19 22:25:23,376 | __main__ | INFO | Sample name generation test successful
2025-08-19 22:25:23,377 | __main__ | INFO | 
==================================================
2025-08-19 22:25:23,377 | __main__ | INFO | SYSTEM STATUS:
2025-08-19 22:25:23,377 | __main__ | INFO |   Database: READY
2025-08-19 22:25:23,377 | __main__ | INFO |   MCP Tools: READY
